id,data_venda,cliente,vendedor,produto,categoria,quantidade,preco_unitario,desconto,regiao,canal,valor_total
a35d91cf-c36d-4f73-b4a4-2a285ce91095,2025-05-13,Casa Grande,Sr. Nathan Macedo,A segurança de concretizar seus projetos direto da fonte,Alimentação,63,81.38,0.01,Sul,Telefone,5075.67
6bdcf1c8-10c7-41db-b3af-b91fe2a2dbd4,2024-12-06,Abreu Ltda.,Isabela Cavalcanti,O conforto de concretizar seus projetos com toda a tranquilidade,Bebidas,74,498.14,0.05,Leste,Representante,35019.24
5d5491a9-9589-408a-92a4-0abd68d2c65a,2024-12-04,Alves,Thales Santos,A segurança de conseguir com confiança,Bebidas,39,481.58,0.02,Centro,Telefone,18405.99
531394aa-7fb3-48b3-9ab1-58af7fced479,2025-07-13,da Luz,Dra. Ágatha Vasconcelos,O poder de evoluir mais rapidamente,Serviços,39,258.06,0.18,Oeste,Online,8252.76
b83dae65-9d39-4a02-881c-fd5334d17766,2025-01-26,Pastor,Maria Fernanda Andrade,A liberdade de mudar em estado puro,Bebidas,65,201.06,0.09,Centro,Representante,11892.7
f4481ac0-581d-44a9-84b2-effd1e4ff677,2024-07-01,Barbosa,Ana Sophia Rodrigues,A possibilidade de conseguir com toda a tranquilidade,Serviços,87,306.23,0.19,Sul,Loja Física,21580.03
b8de8adb-a0a5-4dfd-bc18-a071c0874f63,2023-12-08,Borges Ltda.,Ana Cecília Nascimento,O direito de ganhar direto da fonte,Bebidas,33,339.58,0.14,Sul,Online,9637.28
52c32b73-099d-404f-9828-2d8b2a58e63e,2025-05-07,Almeida,Sofia Costela,O conforto de concretizar seus projetos com toda a tranquilidade,Serviços,28,319.82,0.11,Sul,Online,7969.91
aabc7959-78c1-4d9a-9cea-2a47bd0019ec,2025-08-28,Alves S.A.,Enzo da Rocha,O direito de realizar seus sonhos de maneira eficaz,Utensílios,87,401.58,0.06,Oeste,Loja Física,32841.21
d27e0c9c-5ad0-4dd0-8ee6-b1797236e689,2024-08-07,Câmara,Ana Beatriz Aparecida,A segurança de conseguir antes de tudo,Bebidas,70,416.29,0.12,Leste,Online,25643.46
743856b8-3deb-4548-9404-3f94ca99ddc2,2024-02-23,da Cunha,Ana Carolina Aparecida,A simplicidade de atingir seus objetivos em estado puro,Bebidas,77,488.99,0.03,Leste,Representante,36522.66
169059fb-5ba3-4b2c-a56a-7e83770a18cc,2025-04-27,Pires,Luiz Felipe Rios,A simplicidade de concretizar seus projetos de maneira eficaz,Bebidas,56,43.56,0.18,Oeste,Loja Física,2000.28
9b2243b0-7ba6-4bd1-8b14-d19a322c0e92,2025-04-12,Cassiano,Srta. Yasmin Azevedo,A segurança de inovar simplesmente,Utensílios,59,186.45,0.01,Norte,Loja Física,10890.54
36a39702-e4b6-4461-a1f4-ef7fcbb90b1a,2025-06-11,Fernandes,Sr. Enzo Machado,A possibilidade de inovar em estado puro,Bebidas,62,253.75,0.07,Sul,Loja Física,14631.23
f86e9893-5222-4b7a-9d98-ba63bfe96a4e,2025-03-18,Martins,Bernardo Peixoto,A vantagem de avançar com toda a tranquilidade,Alimentação,90,172.94,0.02,Leste,Representante,15253.31
5c789e89-6ea7-4352-82dd-d23893eeebd4,2024-07-09,Aparecida,Yago da Rocha,A vantagem de inovar em estado puro,Utensílios,19,491.17,0.04,Sul,Telefone,8958.94
d9d1e6a3-4f75-4b58-be68-caaa39363063,2025-05-09,Sampaio - EI,Letícia Moreira,A simplicidade de conseguir com confiança,Bebidas,74,463.7,0.03,Leste,Telefone,33284.39
57337c3b-59a5-42b4-bc24-95d3a51eb2be,2024-01-18,da Paz Ltda.,Maya Borges,A simplicidade de ganhar naturalmente,Serviços,76,68.87,0.06,Centro,Telefone,4920.07
4d9b4f53-a881-42cf-994d-fd448ec37045,2025-04-04,da Conceição,Pietro Costa,A simplicidade de inovar simplesmente,Serviços,10,159.56,0.05,Leste,Representante,1515.82
3a7f923f-ca0d-43e3-aea8-3be13956ddec,2025-09-21,Camargo S.A.,Vinícius Guerra,A possibilidade de inovar com força total,Alimentação,95,464.91,0.19,Sul,Online,35774.82
8441fa0d-6143-4583-a543-5a4e6875407f,2024-10-11,Barros,Ana Julia Martins,A segurança de evoluir antes de tudo,Serviços,48,129.44,0.09,Leste,Telefone,5653.94
62432997-f32b-4da7-b42b-1aa1f6b6a11c,2025-09-01,Rios,Ana Vitória Macedo,O prazer de conseguir antes de tudo,Bebidas,28,344.42,0.18,Centro,Online,7907.88
9ec9fb18-380e-4a53-ba97-e53eca784d57,2024-05-11,Vargas,Brayan Abreu,A segurança de avançar com toda a tranquilidade,Bebidas,67,437.49,0.16,Norte,Loja Física,24621.94
5b840992-01f5-42c1-ade2-cf3b6d29c7ad,2024-06-15,Fonseca,Isabella Dias,O prazer de avançar sem preocupação,Alimentação,14,175.59,0.07,Norte,Loja Física,2286.18
b801ef41-697a-4e7e-a597-327de429a884,2024-03-09,Peixoto S.A.,Dr. Breno Novais,O prazer de atingir seus objetivos com força total,Utensílios,65,89.74,0.17,Sul,Loja Física,4841.47
4cc286ab-0cb0-4684-a400-a0854fc4e6e2,2023-10-22,Sampaio Ltda.,Rael Borges,O conforto de concretizar seus projetos com confiança,Utensílios,31,58.38,0.09,Oeste,Online,1646.9
841c59e5-3946-4fd0-bf19-e0902ab19a1c,2025-10-04,da Rocha - ME,Isaac Guerra,O prazer de avançar mais facilmente,Utensílios,22,127.55,0.18,Oeste,Telefone,2301.0
36aaf925-f544-4bf3-80ea-846a39753077,2025-07-13,Jesus da Costa e Filhos,Ana Carolina Carvalho,A vantagem de mudar com força total,Utensílios,58,82.35,0.1,Leste,Representante,4298.67
5dc89086-99ac-4439-a32a-e583658e7b34,2024-02-27,Farias Ltda.,Sabrina Sales,A vantagem de mudar naturalmente,Alimentação,42,322.76,0.13,Leste,Representante,11793.65
ffc7b444-890a-4020-ba8d-7770cd317390,2023-10-16,Ferreira e Filhos,Luna Mendonça,A certeza de ganhar sem preocupação,Serviços,93,380.28,0.14,Oeste,Telefone,30414.79
b384e9db-ccc7-441e-84b8-d2a4f5c36d19,2025-05-09,da Cunha - EI,Maria Flor da Cruz,A certeza de inovar naturalmente,Utensílios,64,431.23,0.16,Sul,Representante,23182.92
8b258c57-b1a6-4d44-83c8-bf18cacbc54a,2024-03-10,Guerra,Mateus Vasconcelos,A vantagem de atingir seus objetivos mais rapidamente,Bebidas,42,350.54,0.0,Centro,Loja Física,14722.68
d1d24c47-15a1-44f8-96a3-fa914aea313b,2024-03-25,Leão,Eduarda Peixoto,A liberdade de evoluir direto da fonte,Utensílios,4,371.41,0.04,Norte,Telefone,1426.21
afd3d591-2c64-465f-9cd6-29e25083ebe4,2025-01-31,Machado,Paulo Freitas,O prazer de atingir seus objetivos direto da fonte,Serviços,47,189.99,0.02,Norte,Online,8750.94
acc8c090-21af-49e8-83b8-36bf40d9e679,2025-03-27,Campos,Isabelly Fonseca,O conforto de atingir seus objetivos de maneira eficaz,Serviços,77,338.08,0.11,Oeste,Representante,23168.62
3768cc2f-bbbd-40b2-b2be-eafdae159bbb,2025-08-12,Costela Monteiro S/A,Rebeca Lopes,A segurança de atingir seus objetivos de maneira eficaz,Bebidas,29,359.33,0.1,Leste,Telefone,9378.51
9292d656-0478-4128-bd58-38b2b3625839,2025-04-16,Almeida,Lorenzo Viana,O conforto de evoluir de maneira eficaz,Utensílios,66,15.08,0.12,Centro,Representante,875.85
30358e86-645d-4a09-8c9f-6f90bc8fc3ff,2024-09-19,Teixeira,Maria Cecília Casa Grande,A liberdade de ganhar com confiança,Bebidas,56,254.68,0.1,Norte,Representante,12835.87
4b8adbdf-d6e4-4486-9edf-0f67be329f5d,2024-07-16,Alves,Dra. Maria Clara Gomes,O prazer de inovar direto da fonte,Alimentação,63,180.36,0.01,Norte,Loja Física,11249.05
c0371de9-1646-4340-8330-3359f3197e1a,2024-11-05,Siqueira,Maria Alice Cavalcante,A vantagem de avançar sem preocupação,Bebidas,19,431.87,0.06,Centro,Telefone,7713.2
5b7bd97a-a43c-4152-a98f-6fee098b9124,2025-07-14,Sá,Sra. Emanuelly Rocha,O prazer de realizar seus sonhos direto da fonte,Alimentação,79,136.64,0.01,Centro,Telefone,10686.61
c6a33306-d202-4d2d-9797-c31d3bebc232,2025-05-08,Ribeiro S.A.,Bianca Sousa,A vantagem de mudar naturalmente,Bebidas,68,198.84,0.02,Norte,Representante,13250.7
4c293008-9e71-4c54-8cee-e36e53a03c97,2025-08-28,Mendonça,Agatha Marques,O conforto de atingir seus objetivos naturalmente,Bebidas,24,214.34,0.06,Leste,Telefone,4835.51
a5db8d0a-8e2b-4de5-a771-a5d527b7af6d,2024-08-27,Rezende Macedo S.A.,Gabriel Melo,A liberdade de mudar antes de tudo,Serviços,37,351.68,0.12,Oeste,Loja Física,11450.7
abc5c618-29d3-43a6-982d-e4e0917f9753,2025-04-15,Azevedo,Isabella Fonseca,A segurança de inovar naturalmente,Bebidas,100,481.47,0.1,Leste,Telefone,43332.3
48d9b79d-b1f7-4566-871a-22f683d7904c,2024-04-11,Souza,Lucas Gabriel Moraes,O direito de ganhar mais facilmente,Utensílios,26,218.05,0.16,Oeste,Representante,4762.21
b0c261dc-6bcd-4922-a79b-64826d084394,2024-04-02,Almeida,Dr. Yuri Pastor,A liberdade de mudar com toda a tranquilidade,Alimentação,55,245.62,0.0,Sul,Online,13509.1
9f79f293-c9cb-4666-b7c8-3b85aa55f9c7,2025-02-03,Freitas Gomes Ltda.,Emanuelly da Cunha,A possibilidade de mudar mais facilmente,Utensílios,2,25.98,0.09,Centro,Online,47.28
b6c26bc3-0aab-48d3-ba67-79d6c876e2b3,2023-11-10,Casa Grande S.A.,Maria Cavalcanti,O poder de evoluir de maneira eficaz,Alimentação,100,393.65,0.12,Leste,Representante,34641.2
a4f85f13-51a3-474f-822e-ae8f21f699d7,2024-09-30,da Conceição,Kamilly Souza,O direito de ganhar sem preocupação,Serviços,62,24.33,0.04,Oeste,Telefone,1448.12
bd4ac412-32fd-4949-a75a-4d1297871c18,2023-10-28,Novais,Marina Cassiano,O conforto de avançar direto da fonte,Alimentação,59,50.35,0.07,Sul,Telefone,2762.7
c4d872c3-c3a7-46d5-acc5-2b0cad573628,2025-02-11,Moreira Nascimento - ME,Luiz Henrique Peixoto,O direito de mudar com toda a tranquilidade,Serviços,59,166.15,0.04,Centro,Representante,9410.74
a3ee71f7-34bb-4412-bdec-4380883ee3b1,2025-02-25,Mendes Viana S/A,Fernando Pastor,A simplicidade de ganhar com toda a tranquilidade,Utensílios,10,218.51,0.07,Centro,Loja Física,2032.14
73b0a4d4-f1e9-4e26-b572-76d5f4d74f05,2024-11-30,Pereira S.A.,Dr. Nicolas Moraes,A simplicidade de realizar seus sonhos mais rapidamente,Serviços,20,253.58,0.11,Norte,Online,4513.72
9dc8f451-b5d7-49da-bf6c-ee0e1ca1161e,2025-09-17,Araújo - ME,Thales Nogueira,O poder de evoluir direto da fonte,Utensílios,61,173.88,0.04,Sul,Telefone,10182.41
acd68b5d-7129-4082-8fa6-bdb30bcac860,2024-06-06,Andrade,João Vitor da Costa,O conforto de realizar seus sonhos de maneira eficaz,Utensílios,69,413.81,0.04,Norte,Loja Física,27410.77
0db1538d-0ab2-4bd5-89e2-4c730ddfa150,2023-12-30,Vasconcelos S.A.,Sr. João Miguel Machado,A segurança de conseguir de maneira eficaz,Serviços,35,30.8,0.03,Centro,Online,1045.66
d5ed238f-9e10-420d-8265-fff845d5c13a,2025-04-08,da Costa,Lorenzo Rodrigues,A liberdade de realizar seus sonhos direto da fonte,Utensílios,10,437.66,0.02,Centro,Representante,4289.07
b2984571-1627-4160-b873-55e4e4b98c71,2024-09-22,Leão S/A,Pedro Henrique Viana,A simplicidade de realizar seus sonhos com confiança,Serviços,73,424.27,0.1,Sul,Online,27874.54
7a0b376d-f407-4737-9b3f-ade362ec0f73,2024-12-10,Campos Alves - EI,Olívia Sá,O direito de atingir seus objetivos com força total,Bebidas,93,271.32,0.13,Norte,Representante,21952.5
039e36b6-b9d7-42f3-a19d-3526260102d8,2024-06-16,da Luz e Filhos,Augusto Guerra,A certeza de conseguir sem preocupação,Alimentação,43,334.44,0.18,Leste,Online,11792.35
8037d294-3cd1-4bb3-9fab-b7415c8c288b,2023-10-10,Fonseca Ltda.,Ágatha Duarte,A arte de inovar sem preocupação,Bebidas,46,389.32,0.16,Leste,Online,15043.32
27ad1d4f-4457-4df0-a8fb-6489325b9f26,2024-04-08,Cardoso S.A.,Brenda Rezende,A liberdade de evoluir em estado puro,Serviços,66,215.91,0.09,Leste,Representante,12967.55
7b55f318-5cc5-4ad1-8cdd-bddebcb47a00,2025-04-22,Cavalcanti,Samuel Mendes,A possibilidade de atingir seus objetivos com toda a tranquilidade,Utensílios,91,297.07,0.04,Centro,Telefone,25952.04
42f2f760-ccbe-404c-8e75-cb3150880811,2024-08-09,Costela,Brenda da Paz,A liberdade de realizar seus sonhos com confiança,Utensílios,80,190.46,0.15,Norte,Representante,12951.28
c6f5809a-1054-49b6-96dd-6c1d13b2dca8,2025-08-16,Duarte Cirino S/A,Vitor Hugo Lopes,O direito de evoluir mais facilmente,Utensílios,26,135.09,0.02,Leste,Online,3442.09
4a49d958-e736-4a05-80aa-28fd5f195e8b,2024-07-09,Barros,Sra. Maria Laura Dias,A possibilidade de ganhar antes de tudo,Alimentação,7,50.4,0.02,Leste,Loja Física,345.74
24a0352d-4014-483a-b5ac-7b2bfbbe2b9d,2024-04-06,Campos,Daniela Oliveira,A possibilidade de ganhar antes de tudo,Alimentação,89,373.97,0.13,Leste,Representante,28956.5
0475cc8d-5bf8-4b3d-9b77-8810c8c152f4,2024-02-20,Martins,Lorena da Mata,A liberdade de inovar simplesmente,Alimentação,40,66.8,0.18,Norte,Loja Física,2191.04
f0016765-fdba-476c-8279-ad88a671cad1,2025-02-10,da Luz - ME,Stephany da Luz,A vantagem de ganhar naturalmente,Serviços,88,132.06,0.02,Oeste,Telefone,11388.85
4d7c0b3e-7df2-426b-8be3-d0a63f128b2e,2024-10-18,Pimenta,Rafael Montenegro,A simplicidade de concretizar seus projetos simplesmente,Utensílios,84,444.18,0.11,Leste,Loja Física,33206.9
2b13785d-0a39-46fe-9119-a43ca2f12ac8,2025-07-24,Oliveira,João Brito,A possibilidade de mudar direto da fonte,Bebidas,39,325.53,0.09,Norte,Telefone,11553.06
3b9a16b7-0b42-4d63-8b52-7fb743239da3,2025-02-22,Gonçalves S/A,Theodoro Moura,O prazer de atingir seus objetivos com toda a tranquilidade,Utensílios,23,353.46,0.02,Sul,Online,7966.99
9c05ad29-52b5-4227-b785-2b49bd9e8bc0,2024-03-10,Cardoso Vargas S/A,Léo Borges,A segurança de evoluir mais facilmente,Alimentação,10,104.34,0.1,Leste,Representante,939.06
ec5e7768-c1c8-47b3-8ace-1acf6161b4f6,2023-11-25,Caldeira S.A.,Renan Araújo,A liberdade de inovar direto da fonte,Serviços,12,269.91,0.18,Leste,Representante,2655.91
104c71b5-5844-4eaf-abd6-dfc3b25f5ab2,2025-02-04,Araújo S.A.,Heloísa Moraes,O poder de conseguir mais rapidamente,Alimentação,61,120.27,0.1,Sul,Representante,6602.82
3a086f4e-dc39-40ce-8f00-2afdb79615d6,2025-08-26,Moraes Macedo S/A,Dr. Vinícius Fonseca,A certeza de conseguir direto da fonte,Alimentação,62,152.01,0.07,Leste,Telefone,8764.9
d8ceb8ff-15ca-44dc-921c-55f29f5b6cff,2025-04-11,Pastor,Maya Ribeiro,O conforto de evoluir sem preocupação,Bebidas,24,196.98,0.17,Oeste,Online,3923.84
b5d6108e-53db-4850-bbc4-0d772dd91ceb,2023-12-19,Barros S/A,Vinicius Garcia,O poder de realizar seus sonhos com toda a tranquilidade,Alimentação,99,493.76,0.08,Centro,Online,44971.66
4cafb553-989e-472a-b8a1-becd4e1ca8f8,2025-06-21,Freitas S/A,Maria Alice Cunha,A simplicidade de ganhar simplesmente,Alimentação,64,381.4,0.11,Sul,Telefone,21724.54
c18579ee-3c91-474e-90f3-4c4cc99b0a18,2024-12-16,Ribeiro,Sr. Pedro Henrique Souza,A simplicidade de mudar com toda a tranquilidade,Utensílios,90,97.32,0.15,Sul,Representante,7444.98
7e3af4e8-c139-44dc-8099-aa504a4ad396,2025-09-03,Rios - EI,Breno Fonseca,O poder de concretizar seus projetos antes de tudo,Serviços,60,88.33,0.05,Leste,Loja Física,5034.81
f5ac0860-97fb-4157-ae7b-49f8b2b0c066,2025-02-14,Rezende,Dra. Manuela Azevedo,A arte de avançar com toda a tranquilidade,Bebidas,16,192.09,0.1,Sul,Telefone,2766.1
e4fa3f11-1ac9-4dce-a0ce-0b07e6527c3a,2025-03-05,Pacheco,Ravy Aragão,A simplicidade de mudar direto da fonte,Alimentação,13,287.01,0.03,Oeste,Telefone,3619.2
7b0a1dc7-fa9e-4365-bcbb-151b8fe7a6b3,2024-10-06,da Cunha Freitas e Filhos,Sophia Viana,A arte de atingir seus objetivos com confiança,Utensílios,41,257.15,0.01,Sul,Representante,10437.72
90b2ea59-4a81-4368-b917-1dd9e0ff517c,2024-08-11,Gomes Azevedo e Filhos,Oliver Aragão,A certeza de ganhar com força total,Utensílios,67,434.22,0.04,Centro,Loja Física,27929.03
ec27e3b1-93ef-40ab-b582-98d642f25b9f,2024-04-02,Andrade Ltda.,Giovanna Montenegro,O conforto de concretizar seus projetos em estado puro,Bebidas,43,217.99,0.08,Leste,Online,8623.68
865c44fe-5a85-4201-9f68-bcd45b8aea87,2025-09-03,Costa S/A,Luiz Otávio Monteiro,A arte de evoluir com confiança,Utensílios,38,105.55,0.02,Norte,Representante,3930.68
8cad3016-fb83-493b-a052-888c5378d192,2024-09-25,Moraes,Lorenzo Caldeira,A certeza de evoluir com toda a tranquilidade,Serviços,49,88.45,0.05,Sul,Representante,4117.35
afe11742-98d3-4855-8421-bc444bd950cf,2024-01-16,das Neves,Alexandre Albuquerque,A simplicidade de inovar de maneira eficaz,Utensílios,75,384.08,0.14,Centro,Representante,24773.16
726add2c-dfca-4e3e-b14f-0bcf56759f61,2024-04-07,Abreu,Srta. Sofia Nogueira,A segurança de avançar em estado puro,Alimentação,79,322.25,0.17,Oeste,Representante,21129.93
4781237d-5c71-4819-ae4d-fcf4a31df9f0,2024-05-25,Abreu Monteiro e Filhos,Joana Jesus,A certeza de evoluir antes de tudo,Alimentação,5,126.47,0.17,Leste,Online,524.85
e5df7f5e-ec3e-4275-9624-5a1f9c36d0dd,2024-01-25,Garcia Ltda.,Sr. Oliver Cunha,O poder de evoluir mais facilmente,Serviços,48,327.24,0.09,Oeste,Online,14293.84
50720d8b-cf02-4293-ae14-6262b52e4d0a,2024-09-13,Dias Costa S/A,Cauã Nogueira,A simplicidade de inovar com força total,Alimentação,22,370.32,0.03,Centro,Loja Física,7902.63
4dfd4564-6b72-44fd-887a-abb64e965bf1,2024-01-22,Vasconcelos,Maysa Porto,A segurança de mudar em estado puro,Serviços,77,27.44,0.13,Oeste,Loja Física,1838.21
2dbce00d-2d16-413e-b750-15f9a32c2fbf,2025-08-27,Azevedo,Gustavo Henrique Ramos,A liberdade de mudar com força total,Bebidas,73,24.88,0.03,Sul,Loja Física,1761.75
4cea5237-7d75-4c11-b6fe-893b50505bbd,2025-01-06,Dias Vargas e Filhos,Dr. Gustavo Cirino,A liberdade de realizar seus sonhos de maneira eficaz,Alimentação,13,313.6,0.15,Leste,Loja Física,3465.28
6dd4ca45-446d-403e-82e4-730880d8f9ee,2024-09-27,Andrade,Arthur Garcia,O direito de realizar seus sonhos mais facilmente,Alimentação,96,123.81,0.03,Norte,Online,11529.19
a33b66cf-8a0b-40ab-a57c-6e867101255d,2024-02-09,Silveira Fogaça - ME,Allana Mendonça,O prazer de ganhar simplesmente,Serviços,50,498.39,0.05,Oeste,Telefone,23673.53
538112a0-9f66-4b9a-a76a-44749ede61dc,2025-07-22,Oliveira Camargo e Filhos,Dr. Rhavi Azevedo,A segurança de atingir seus objetivos com confiança,Bebidas,15,205.87,0.2,Leste,Online,2470.44
c52a48f4-4a51-4965-b7ef-b0c13e9eaaf0,2024-12-02,Correia - EI,Srta. Sarah Cassiano,O direito de mudar antes de tudo,Bebidas,90,188.97,0.1,Oeste,Telefone,15306.57
fe3a5f4f-9f71-4dad-acca-b0a05c957911,2025-06-29,Ribeiro,Dr. Leonardo Fonseca,A vantagem de conseguir com força total,Alimentação,15,30.13,0.2,Norte,Representante,361.56
7e34e980-2273-49f0-a9af-be113f97a2c4,2025-02-10,Duarte,Srta. Melina Monteiro,A possibilidade de inovar simplesmente,Serviços,3,301.5,0.19,Leste,Loja Física,732.64
76a37d83-0373-4027-9037-ca5338613408,2024-11-05,Sales,Anthony Gabriel Oliveira,A liberdade de evoluir antes de tudo,Utensílios,76,99.22,0.1,Oeste,Telefone,6786.65
9b17a8dd-ef93-45c9-97fb-a52970128d54,2024-07-31,Vargas,Maria Luiza Vargas,A arte de conseguir mais facilmente,Utensílios,50,318.69,0.17,Norte,Online,13225.64
5e5bb75a-226c-4370-bfbf-530c1852c9d1,2024-09-02,Sá e Filhos,Clara da Cunha,A certeza de realizar seus sonhos de maneira eficaz,Serviços,22,183.92,0.04,Oeste,Online,3884.39
7f1e66c4-1458-430f-bc94-095e8fd816e9,2025-02-01,Leão Albuquerque S.A.,Paulo Garcia,A segurança de concretizar seus projetos com força total,Serviços,20,477.56,0.03,Oeste,Representante,9264.66
e17283ec-3392-423b-bfb5-6587aad04fe1,2025-04-17,Freitas,Rodrigo da Rosa,O conforto de ganhar antes de tudo,Alimentação,45,419.95,0.02,Norte,Loja Física,18519.79
c9c2d8d4-d5f4-4cfb-ad95-a49a2f18be3f,2024-09-14,Costa Santos - ME,Daniel Santos,A arte de conseguir em estado puro,Bebidas,52,455.95,0.14,Oeste,Loja Física,20390.08
5f089dc3-2fa4-4a0a-b1e9-c6ea250549ad,2024-10-30,Pimenta,Mirella Souza,A arte de ganhar direto da fonte,Serviços,17,350.4,0.07,Oeste,Loja Física,5539.82
b97b8b63-8303-49f7-b94a-e3b1ce299e47,2024-12-14,Souza - EI,Evelyn Lopes,A possibilidade de atingir seus objetivos sem preocupação,Serviços,45,416.53,0.13,Centro,Loja Física,16307.15
4c51e207-ee53-4ee8-acbe-1571cd296983,2025-08-31,Sousa - ME,Mariane Sales,O direito de mudar mais rapidamente,Utensílios,55,101.88,0.01,Sul,Representante,5547.37
3c3f5918-0404-4b12-8966-507be87b0339,2024-10-21,Guerra Fernandes e Filhos,Giovanna Gonçalves,A segurança de realizar seus sonhos com toda a tranquilidade,Alimentação,23,33.72,0.19,Oeste,Representante,628.2
7fde4406-5110-4d61-bdc1-4ceadae0f8bb,2024-05-31,Cunha Garcia e Filhos,Maria Laura Aragão,O direito de avançar com força total,Serviços,83,212.66,0.14,Leste,Online,15179.67
17899c66-b9d7-4a4a-87ce-e0902a0bb14b,2024-04-20,Leão,Ryan Pacheco,A segurança de atingir seus objetivos com toda a tranquilidade,Alimentação,53,308.68,0.12,Oeste,Loja Física,14396.84
b6193a18-5aac-4c54-a173-a36732d4a21b,2025-07-10,Camargo,Maria Laura Fernandes,O poder de concretizar seus projetos em estado puro,Alimentação,57,204.16,0.0,Norte,Telefone,11637.12
6e68d013-5c5d-4be6-a235-3dc56835fa92,2024-01-20,Abreu,Maria Luísa Aparecida,A segurança de inovar antes de tudo,Alimentação,35,401.64,0.12,Leste,Representante,12370.51
50b7e2e2-fcbd-4fbf-8c6b-0d1f87283b33,2024-11-15,da Luz,Sara Oliveira,A liberdade de inovar sem preocupação,Utensílios,95,45.06,0.19,Sul,Telefone,3467.37
67ed1a2b-7013-4e38-9656-7b077361b63a,2024-05-30,da Mota - EI,Otávio Costa,O poder de atingir seus objetivos com confiança,Serviços,64,331.73,0.18,Leste,Loja Física,17409.19
9b1e52c1-b95e-45c6-ace9-7c51a1d2a75d,2025-09-09,Machado,Sabrina Pereira,O prazer de atingir seus objetivos em estado puro,Bebidas,53,183.75,0.01,Sul,Representante,9641.36
96661aa5-0aab-4757-b397-3cdcf47c26bf,2024-11-14,Macedo,Igor Nunes,O poder de atingir seus objetivos naturalmente,Serviços,24,101.03,0.06,Norte,Loja Física,2279.24
82915000-3a7a-4c0b-a9c5-f6cc6bd5fcba,2025-01-03,Ribeiro,Francisco Azevedo,A liberdade de evoluir com força total,Serviços,49,192.83,0.19,Sul,Telefone,7653.42
006cae34-bcd0-41d4-aee1-5977fa11e3f0,2024-07-13,Novaes - EI,Srta. Manuela Siqueira,O direito de inovar sem preocupação,Alimentação,29,453.68,0.07,Sul,Online,12235.75
f683ce11-57b6-4d09-a61a-7d742b31e1ac,2024-03-23,Cassiano,Valentim Farias,A liberdade de atingir seus objetivos direto da fonte,Serviços,54,475.86,0.04,Oeste,Loja Física,24668.58
2abbc181-a79c-4fdd-9a72-45dd6f8fd7fd,2023-11-30,Pereira Leão Ltda.,Raul Cavalcante,A simplicidade de avançar naturalmente,Serviços,47,322.01,0.15,Sul,Loja Física,12864.3
99bc5d27-e55d-4b91-9d72-9894e778d21a,2024-11-23,Sampaio,Leonardo Barbosa,A liberdade de realizar seus sonhos de maneira eficaz,Serviços,25,88.75,0.09,Norte,Online,2019.06
cbb0aaf6-d5a5-4974-9ebf-6b3ce73859f8,2025-09-25,Aragão Sousa S/A,Vitor Hugo Albuquerque,A possibilidade de ganhar mais facilmente,Bebidas,27,495.67,0.09,Norte,Loja Física,12178.61
3ea283aa-5b10-43b0-a5ae-aedbc29e1896,2024-02-28,Cassiano,Sra. Caroline Aparecida,A segurança de mudar de maneira eficaz,Alimentação,17,493.44,0.07,Sul,Loja Física,7801.29
6c462078-0e4d-4927-9329-51bf247d187f,2024-05-19,Leão,Danilo Barbosa,A segurança de concretizar seus projetos direto da fonte,Bebidas,38,51.48,0.11,Leste,Loja Física,1741.05
ca648c14-54f1-47f6-84f1-c41da8c072de,2025-04-10,Correia,Mariane Pereira,A arte de avançar mais rapidamente,Bebidas,50,163.67,0.14,Oeste,Online,7037.81
87828cd1-b713-4213-8161-93b0c6f76439,2023-11-28,Novais,Pietra Lima,A possibilidade de avançar com toda a tranquilidade,Bebidas,53,52.99,0.18,Centro,Online,2302.95
359e81be-b5ee-49a9-9629-ae5d7a5dcaea,2024-09-28,da Conceição Duarte S/A,Caio Melo,A arte de atingir seus objetivos naturalmente,Utensílios,97,447.27,0.18,Sul,Telefone,35575.86
2aad95ee-9a2b-4313-9e3b-20715f42c29b,2024-05-03,Santos Ltda.,Dr. Luiz Fernando Silva,A possibilidade de mudar simplesmente,Utensílios,21,429.16,0.14,Centro,Telefone,7750.63
b6c77685-3a45-468a-a10e-8dc20a2e21e2,2023-11-06,Carvalho,Mariana Cunha,O poder de conseguir com confiança,Serviços,14,130.35,0.04,Centro,Loja Física,1751.9
d000edce-f021-4500-820a-5b08d00f6d90,2025-05-03,Teixeira,Gael da Paz,O conforto de ganhar simplesmente,Utensílios,64,303.79,0.09,Centro,Online,17692.73
b4d5dfd8-8646-4736-931e-7788da4f4b8e,2024-01-25,Mendes - ME,Rebeca Pimenta,O prazer de avançar de maneira eficaz,Utensílios,35,380.7,0.04,Centro,Loja Física,12791.52
070d1902-9aa6-4af7-93a8-a0e8a029396a,2025-02-10,Rocha - ME,Maitê Dias,O conforto de realizar seus sonhos mais rapidamente,Serviços,97,129.14,0.07,Centro,Representante,11649.72
f8d38398-bc74-4b5e-b016-49a6267abc9d,2024-10-04,Pereira S.A.,Helena Lopes,O direito de inovar de maneira eficaz,Serviços,91,332.97,0.11,Leste,Representante,26967.24
b9230eed-a110-4bfc-bf1d-edee0c796788,2024-08-26,da Cunha,João Lucas Casa Grande,O direito de avançar em estado puro,Alimentação,98,234.75,0.1,Oeste,Telefone,20704.95
